"Score","Category","File","FullPath","LineNumber","SuggestedRange","MatchedPattern","Code"
"1","Possible report reference",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2378","2375-2386","report","""reports/letters_intelligence_ingest_report.md"":  {"
"1","Possible report reference",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2398","2395-2406","report","""reports/tia_director_pack_generator.py"":  {"
"1","Possible report reference",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2408","2405-2416","report","""reports/__init__.py"":  {"
"1","Possible report reference",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2548","2545-2556","report","""src/construction_system/reporting.py"":  {"
"1","Possible report reference",".sync_state\local_manifest.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\.sync_state\local_manifest.json","2618","2615-2626","report_generator; report","""ui/report_generator_page.py"":  {"
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","30","27-38","output","5. Keep the output structured with clear headings and concise bullets."
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","56","53-64","output","""required_output"": ["
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","92","89-100","output","if name in {""tool_called"", ""tool_output""}:"
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","98","95-106","output","message=""Tool call completed"" if name == ""tool_output"" else ""Tool call started"","
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","105","102-113","output","if data_type == ""response.output_text.delta"":"
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","112","109-115","output","final_output = getattr(result, ""final_output"", None)"
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","113","110-115","output","if final_output:"
"1","Possible report reference","analytics\backend\app\agent.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\backend\app\agent.py","114","111-115","output","yield _event_payload(""final"", output=str(final_output))"
"1","Possible report reference","analytics\src\main.tsx","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\src\main.tsx","30","27-38","output","output?: string;"
"1","Possible report reference","analytics\src\main.tsx","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\src\main.tsx","74","71-82","output","const displayText = finalOutput || answer || ""Submit the brief to stream the analytics release plan."";"
"1","Possible report reference","analytics\src\main.tsx","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\src\main.tsx","179","176-187","output","<section className=""output-panel"">"
"1","Possible report reference","analytics\src\main.tsx","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\analytics\src\main.tsx","180","177-188","output","<div className=""output-header"">"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","566","563-574","output","output_json TEXT,"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","652","649-660","Document\(","(""scope_cleanup"", f""Removed {len(stale_document_ids)} stale document(s) outside {contracts_dir}"", stamp, stamp),"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","779","776-787","output","output_df = pd.DataFrame(rows)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","792","789-800","output","""row_count"": int(len(output_df)),"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","808","805-816","to_csv","return df.to_csv(index=False)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","813","810-821","to_csv","frames.append(f""[Sheet: {sheet}]\n{sheet_df.to_csv(index=False)}"")"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","822","819-830","Document\(","doc = Document(path)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","970","967-978","output","""[Console]::OutputEncoding = [System.Text.Encoding]::UTF8; """
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","980","977-988","output","capture_output=True,"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1016","1013-1024","to_csv","return df.to_csv(index=False)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1025","1022-1033","to_csv","frames.append(f""[Sheet: {sheet}]\n{sheet_df.to_csv(index=False)}"")"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1032","1029-1040","Document\(","doc = Document(io.BytesIO(data))"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1241","1238-1249","report","""EOT Entitlements"": ""Accepted programme, fragnet / window analysis, notices, RFIs, instructions, daily reports."","
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1380","1377-1388","Document\(","document_id = upsert_contract_document(cur, path, file_hash, content_text, contract_version)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","1734","1731-1742","report","""daily_records_exist"": has_any([""daily report"", ""site record"", ""site diary"", ""weekly report"", ""progress report""]),"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2170","2167-2178","report","""records"": any(term in lower for term in [""contemporaneous"", ""records"", ""daily report"", ""site record"", ""mitigation""]),"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2438","2435-2446","output","output = io.BytesIO()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2441","2438-2449","output","output.seek(0)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2442","2439-2450","output","return output.getvalue()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2467","2464-2475","Document\(","doc = Document()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2485","2482-2493","output","output = io.BytesIO()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2487","2484-2495","output","output.seek(0)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2488","2485-2496","output","return output.getvalue()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2493","2490-2501","reportlab; report","from reportlab.lib.pagesizes import A4"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2497","2494-2505","output","output = io.BytesIO()"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2498","2495-2506","output","pdf = canvas.Canvas(output, pagesize=A4)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2532","2529-2533","output","output.seek(0)"
"1","Possible report reference","contract_claims_center.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\contract_claims_center.py","2533","2530-2533","output","return output.getvalue()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3","1-11","report","# pyright: reportGeneralTypeIssues=false, reportCallIssue=false, reportArgumentType=false, reportAttributeAccessIssue=false, reportOptionalCall=false, reportOptionalSubscript=false, reportOperatorIssue=false, reportOptionalMemberAccess=false"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","35","32-43","report","from reports.tia_director_pack_generator import ("
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","36","33-44","report_type; report","REPORT_TYPE_TIA_DIRECTOR_PACK,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","40","37-48","pptx","from pptx.dml.color import RGBColor"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","41","38-49","pptx","from pptx.chart.data import CategoryChartData"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","42","39-50","pptx","from pptx.enum.chart import XL_CHART_TYPE"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","43","40-51","pptx","from pptx import Presentation"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","44","41-52","pptx","from pptx.util import Inches, Pt"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","45","42-53","report_generator; report","from ui.report_generator_page import ("
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","49","46-57","output","resolve_existing_output_path,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","53","50-61","reportlab; report","from reportlab.lib import colors as rl_colors"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","54","51-62","reportlab; report","from reportlab.lib.pagesizes import A3, landscape as rl_landscape"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","55","52-63","reportlab; report","from reportlab.lib.units import mm"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","58","55-66","reportlab; report","from reportlab.platypus import Table as RLTable, TableStyle as RLTableStyle"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","59","56-67","reportlab; report","REPORTLAB_AVAILABLE = True"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","69","66-77","reportlab; report","REPORTLAB_AVAILABLE = False"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","72","69-80","openpyxl","from openpyxl import Workbook"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","73","70-81","openpyxl","from openpyxl.chart import BarChart as XLBarChart, LineChart as XLLineChart, Reference"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","74","71-82","openpyxl","from openpyxl.styles import Alignment, Border, Font, PatternFill, Side"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","75","72-83","openpyxl","from openpyxl.utils import get_column_letter"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","76","73-84","openpyxl","from openpyxl.utils.dataframe import dataframe_to_rows"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","77","74-85","openpyxl","from openpyxl.worksheet.table import Table, TableStyleInfo"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","78","75-86","openpyxl","OPENPYXL_AVAILABLE = True"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","93","90-101","openpyxl","OPENPYXL_AVAILABLE = False"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","203","200-211","output","capture_output=True,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","208","205-216","output","output = ""\n"".join(part.strip() for part in (result.stdout, result.stderr) if part.strip())"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","209","206-217","output","return result.returncode == 0, output[-6000:]"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","229","226-237","output","log_path = APP_DIR / ""11-outputs"" / ""logs"" / ""github_sync.log"""
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","247","244-255","openpyxl","if not OPENPYXL_AVAILABLE:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2299","2296-2307","report","report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2517","2514-2525","report","<header class=""top""><div><h1>Executive Dashboard</h1><div class=""subtitle"">Project Performance & Control Center</div></div><div class=""top-right""><div class=""date-pill"">{safe(report_date)}</div><div class=""director""><small>Good Morning,</small><b>Executive Director</b></div><div class=""avatar"">◎</div></div></header>"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2528","2525-2536","report","<div class=""panel""><div class=""panel-head""><b>Cost Breakdown</b><span>View Report</span></div><div class=""cost-wrap""><div class=""cost-donut""><div class=""cost-center"">{money(ac).replace('EGP ', 'EGP<br>')}<small>Total Cost</small></div></div><div>{legend_html}</div></div></div>"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2661","2658-2669","report","<div class=""meta"">Report Date: {html.escape(report_date)}</div>"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2753","2750-2761","Presentation\(","prs = Presentation()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2758","2755-2766","report","_add_evm_ppt_header(slide1, ""Earned Value Analysis ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â Executive Summary"", f""{project_title} | Report Date: {report_date}"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2849","2846-2857","Presentation\(","prs = Presentation()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2854","2851-2862","report","report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","2868","2865-2876","report","_add_evm_ppt_header(slide1, ""Linked Executive Dashboard ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â Executive Summary"", f""{project_title} | Report Date: {report_date} | Landscape print-ready"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3246","3243-3254","Presentation\(","prs = Presentation()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3251","3248-3259","report","report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3328","3325-3336","report","subtitle_box.text_frame.text = f""{project_title} | Report Date: {report_date} | Single-page executive print summary"""
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3562","3559-3570","Presentation\(","prs = Presentation()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3567","3564-3575","report","report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3643","3640-3651","report","add_title(slide1, ""Project Progress Control Report"", f""{project_title} | A3 Landscape | {report_date}"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","3675","3672-3683","report","add_title(slide2, ""Detailed Data Tables"", f""{project_title} | A3 Landscape | {report_date}"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4272","4269-4280","report","<span class=""c"">Report Date: {_ppt_date(pd.Timestamp.today())}</span>"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4459","4456-4467","openpyxl","require_openpyxl()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4495","4492-4503","openpyxl","require_openpyxl()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4510","4507-4518","openpyxl","require_openpyxl()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4535","4532-4543","Workbook\(","letters = load_letters_workbook()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4537","4534-4545","report","report_control = pd.DataFrame([{"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4538","4535-4546","report","""Report Number"": ""RPT-001"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4540","4537-4548","report","""Reporting Period"": pd.Timestamp.today().strftime(""%b %Y""),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4851","4848-4859","report","""03 Report Control"": report_control,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4878","4875-4886","openpyxl","require_openpyxl()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4880","4877-4888","Workbook\(","wb = Workbook()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4887","4884-4895","report","""03 Report Control"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4921","4918-4929","report","_style_dashboard_sheet(ws, ""Detailed Progress Report"", ""Monthly executive dashboard/control tower linked to the unified data model"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","4956","4953-4964","report","readme_text = """"""# Detailed Progress Report Package"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5011","5008-5019","report","<title>Detailed Progress Report</title>"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5043","5040-5051","report",".replace(""Detailed Progress Report</h1>"", ""Detailed Progress Report - Power BI Style</h1>"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5054","5051-5062","Document\(","doc = Document()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5055","5052-5063","report","doc.add_heading(""Detailed Progress Report"", level=1)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5271","5268-5279","Workbook\(","letters = load_letters_workbook()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5784","5781-5792","output","output_columns = [""Direction"", ""Letter No."", ""Date"", ""Conclusion"", ""Delay Risk"", ""EOT Potential"", ""Claim Strength"", ""Match Score""]"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5785","5782-5793","Workbook\(","sheets = load_letters_workbook()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5787","5784-5795","output","return pd.DataFrame(columns=output_columns)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5791","5788-5799","output","return pd.DataFrame(columns=output_columns)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5819","5816-5827","output","return pd.DataFrame(columns=output_columns)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5831","5828-5839","openpyxl","if not OPENPYXL_AVAILABLE:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5833","5830-5841","Workbook\(","wb = Workbook()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5857","5854-5865","output","output = io.BytesIO()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","5859","5856-5867","output","return output.getvalue()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7023","7020-7031","report","evidence = ""Weather logs, site diaries, delay notices, daily reports, schedule linkage."""
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7027","7024-7035","report","evidence = ""Site handover records, letters, instructions, daily reports, P6 linkage."""
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7349","7346-7357","report","{""Control Item"": ""Data date"", ""Recorded Value"": data_date, ""Why It Must Be Shown"": ""Must match the reporting cut-off for the TIA run.""},"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7357","7354-7365","output","{""Control Item"": ""Negative float"", ""Recorded Value"": ""Derived from current candidate / fragnet outputs only"", ""Why It Must Be Shown"": ""Supports the severity of affected activities.""},"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7820","7817-7828","output","""negative_float"": overrides.get(""negative_float"", control_lookup.get(""negative float"", ""Derived from current candidate / fragnet outputs only"")),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7943","7940-7951","report","""<h1>Delay TIA Detailed Report</h1>"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7946","7943-7954","report","delay_report_df.to_html(index=False, border=0),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7975","7972-7983","report","""<html><head><meta charset='utf-8'><title>Delay TIA Detailed Report</title>"""
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7984","7981-7992","output","output = io.BytesIO()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","7986","7983-7994","report","report_sheets = {"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8007","8004-8015","report","for sheet_name, frame in report_sheets.items():"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8012","8009-8020","output","output.seek(0)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8013","8010-8021","output","return output.getvalue()"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8401","8398-8409","report","report_date = pd.Timestamp.today().strftime(""%d %b %Y"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8506","8503-8514","report","evm_html = printEVMHtml(project_title, report_date, evmData, rootCauseDf, mitigationDf, evmComments)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8836","8833-8844","report","""fields_used"": ""Project name, baseline, impacted update, data date, claim position, parties, and report metadata"","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","8837","8834-8845","output; report","""tia_use"": ""Project metadata and report context used to label and explain Delay TIA outputs."","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9333","9330-9341","openpyxl","elif not OPENPYXL_AVAILABLE:"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9340","9337-9348","output","st.warning(""Executive Delay TIA outputs are blocked until all required folder files are available."")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9633","9630-9641","output; report","st.warning(""Delay TIA report outputs are blocked until all required Delay TIA files exist in `steel_delay_tia_templates`."")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9646","9643-9654","output","st.markdown(""#### Delay TIA Output Pack"")"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9647","9644-9655","report","st.dataframe(delay_report_df, width=""stretch"", hide_index=True)"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9652","9649-9660","report","data=excel_report_bytes,"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9659","9656-9667","report","data=detailed_report_html.encode(""utf-8""),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9666","9663-9674","to_csv","data=primavera_fragnet_df.to_csv(index=False).encode(""utf-8"") if not primavera_fragnet_df.empty else b"""","
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9674","9671-9682","to_csv; report","data=delay_report_df.to_csv(index=False).encode(""utf-8""),"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9695","9692-9703","report","report_source_frames = {"
"1","Possible report reference","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","9696","9693-9704","report","""Delay Event Register"": default_report_context[""delay_event_register_df""],"
